Date,State,Disaster Type,Severity,Deaths,Injuries,Economic Loss (Crore ₹),Month_Total
2020-04-15,Tripura,Cyclone,5,12,103,173.1,3
2020-04-15,Uttar Pradesh,Forest Fire,7,0,52,31.1,3
2020-04-15,Uttarakhand,Drought,5,17,118,163.4,3
2020-04-15,West Bengal,Earthquake,3,1,117,37.6,3
2020-05-15,Andhra Pradesh,Flood,3,8,13,132.2,4
2020-05-15,Arunachal Pradesh,Landslide,7,5,94,18.1,4
2020-05-15,Assam,Cyclone,4,14,0,115.9,4
2020-05-15,Bihar,Cyclone,6,5,126,224.3,4
2020-05-15,Chhattisgarh,Landslide,3,0,23,15.4,4
2020-05-15,Goa,Forest Fire,5,6,60,20.0,4
2020-05-15,Gujarat,Landslide,9,10,0,1.0,4
2020-05-15,Haryana,Flood,6,18,67,158.5,4
2020-05-15,Himachal Pradesh,Earthquake,3,4,40,178.6,4
2020-05-15,Jharkhand,Forest Fire,3,3,43,260.3,4
2020-05-15,Karnataka,Cyclone,9,8,42,66.3,4
2020-05-15,Kerala,Heatwave,8,19,0,203.6,4
2020-05-15,Madhya Pradesh,Heatwave,4,16,43,139.8,4
2020-05-15,Maharashtra,Earthquake,3,21,66,17.0,4
2020-05-15,Manipur,Forest Fire,7,15,22,105.9,4
2020-05-15,Meghalaya,Drought,7,22,1,57.8,4
2020-05-15,Mizoram,Landslide,6,6,24,115.4,4
2020-05-15,Nagaland,Earthquake,4,21,88,122.2,4
2020-05-15,Odisha,Drought,5,22,28,135.7,4
2020-05-15,Punjab,Landslide,5,12,30,154.4,4
2020-05-15,Rajasthan,Earthquake,8,3,51,149.1,4
2020-05-15,Sikkim,Landslide,3,1,97,25.9,4
2020-05-15,Tamil Nadu,Forest Fire,3,0,23,142.2,4
2020-05-15,Telangana,Cyclone,5,20,10,187.0,4
2020-05-15,Tripura,Flood,4,0,87,141.5,4
2020-05-15,Uttar Pradesh,Drought,6,13,61,1.1,4
2020-05-15,Uttarakhand,Flood,8,12,72,161.5,4
2020-05-15,West Bengal,Earthquake,9,13,35,132.1,4
2020-06-15,Andhra Pradesh,Cyclone,9,8,54,21.0,4
2020-06-15,Arunachal Pradesh,Landslide,3,3,34,8.8,4
2020-06-15,Assam,Earthquake,3,17,85,88.9,4
2020-06-15,Bihar,Drought,4,11,0,11.8,4
2020-06-15,Chhattisgarh,Earthquake,7,11,38,34.4,4
2020-06-15,Goa,Forest Fire,9,6,24,131.5,4
2020-06-15,Gujarat,Earthquake,6,4,13,176.0,4
2020-06-15,Haryana,Landslide,9,21,25,342.7,4
2020-06-15,Himachal Pradesh,Landslide,6,13,45,12.2,4
2020-06-15,Jharkhand,Cyclone,5,17,44,86.5,4
2020-06-15,Karnataka,Forest Fire,8,0,43,113.2,4
2020-06-15,Kerala,Drought,9,5,30,115.4,4
2020-06-15,Madhya Pradesh,Heatwave,8,7,0,23.8,4
2020-06-15,Maharashtra,Landslide,5,19,29,29.3,4
2020-06-15,Manipur,Cyclone,4,17,70,120.6,4
2020-06-15,Meghalaya,Flood,8,6,129,189.1,4
2020-06-15,Mizoram,Earthquake,4,17,87,92.4,4
2020-06-15,Nagaland,Drought,8,23,27,113.8,4
2020-06-15,Odisha,Landslide,8,22,58,10.3,4
2020-06-15,Punjab,Heatwave,5,0,63,169.7,4
2020-06-15,Rajasthan,Drought,5,2,57,145.4,4
2020-06-15,Sikkim,Earthquake,3,10,45,143.9,4
2020-06-15,Tamil Nadu,Forest Fire,8,17,3,133.2,4
2020-06-15,Telangana,Heatwave,6,8,25,150.9,4
2020-06-15,Tripura,Earthquake,3,10,45,145.3,4
2020-06-15,Uttar Pradesh,Drought,4,0,0,165.5,4
2020-06-15,Uttarakhand,Flood,3,0,23,149.8,4
2020-06-15,West Bengal,Earthquake,6,14,48,84.3,4
2020-07-15,Andhra Pradesh,Forest Fire,9,17,67,111.3,6
2020-07-15,Arunachal Pradesh,Heatwave,8,0,37,185.0,6
2020-07-15,Assam,Drought,3,6,85,133.2,6
2020-07-15,Bihar,Heatwave,3,2,24,186.7,6
2020-07-15,Chhattisgarh,Heatwave,9,7,50,10.0,6
2020-07-15,Goa,Heatwave,9,10,54,230.0,6
2020-07-15,Gujarat,Landslide,9,18,41,87.5,6
2020-07-15,Haryana,Forest Fire,3,0,44,196.8,6
2020-07-15,Himachal Pradesh,Forest Fire,5,10,50,55.5,6
2020-07-15,Jharkhand,Cyclone,7,9,14,69.7,6
2020-07-15,Karnataka,Forest Fire,9,1,104,81.2,6
2020-07-15,Kerala,Forest Fire,3,12,79,3.7,6
2020-07-15,Madhya Pradesh,Heatwave,8,7,111,137.0,6
2020-07-15,Maharashtra,Drought,3,3,50,187.5,6
2020-07-15,Manipur,Landslide,9,6,0,134.1,6
2020-07-15,Meghalaya,Forest Fire,8,14,100,3.0,6
2020-07-15,Mizoram,Drought,9,11,93,61.6,6
2020-07-15,Nagaland,Landslide,3,0,72,110.0,6
2020-07-15,Odisha,Landslide,7,18,46,61.5,6
2020-07-15,Punjab,Drought,8,22,45,56.5,6
2020-07-15,Rajasthan,Forest Fire,5,16,116,79.7,6
2020-07-15,Sikkim,Forest Fire,9,6,0,109.7,6
2020-07-15,Tamil Nadu,Cyclone,3,17,0,200.8,6
2020-07-15,Telangana,Heatwave,9,12,68,25.0,6
2020-07-15,Tripura,Heatwave,7,13,51,124.9,6
2020-07-15,Uttar Pradesh,Forest Fire,7,10,126,211.8,6
2020-07-15,Uttarakhand,Forest Fire,3,27,29,186.9,6
2020-07-15,West Bengal,Heatwave,9,1,83,101.7,6
2020-08-15,Andhra Pradesh,Drought,6,5,0,162.3,5
2020-08-15,Arunachal Pradesh,Flood,5,17,4,212.1,5
2020-08-15,Assam,Landslide,8,9,54,37.8,5
2020-08-15,Bihar,Landslide,6,1,0,26.8,5
2020-08-15,Chhattisgarh,Flood,4,10,26,152.1,5
2020-08-15,Goa,Forest Fire,8,9,14,101.6,5
2020-08-15,Gujarat,Forest Fire,8,3,59,84.2,5
2020-08-15,Haryana,Drought,6,11,2,102.8,5
2020-08-15,Himachal Pradesh,Landslide,9,7,38,70.3,5
2020-08-15,Jharkhand,Landslide,3,1,48,19.2,5
2020-08-15,Karnataka,Flood,3,5,29,51.4,5
2020-08-15,Kerala,Flood,6,7,32,77.5,5
2020-08-15,Madhya Pradesh,Drought,5,0,10,125.7,5
2020-08-15,Maharashtra,Earthquake,4,12,106,39.4,5
2020-08-15,Manipur,Earthquake,8,11,60,242.5,5
2020-08-15,Meghalaya,Heatwave,5,14,52,188.9,5
2020-08-15,Mizoram,Earthquake,7,23,53,57.2,5
2020-08-15,Nagaland,Heatwave,4,19,6,40.9,5
2020-08-15,Odisha,Earthquake,4,24,74,182.6,5
2020-08-15,Punjab,Earthquake,3,1,0,84.7,5
2020-08-15,Rajasthan,Drought,3,7,63,107.9,5
2020-08-15,Sikkim,Flood,7,5,95,71.8,5
2020-08-15,Tamil Nadu,Landslide,6,3,67,79.1,5
2020-08-15,Telangana,Heatwave,6,9,119,111.6,5
2020-08-15,Tripura,Drought,9,21,26,137.4,5
2020-08-15,Uttar Pradesh,Forest Fire,6,15,18,37.6,5
2020-08-15,Uttarakhand,Landslide,3,1,53,116.3,5
2020-08-15,West Bengal,Forest Fire,5,5,63,143.9,5
2020-09-15,Andhra Pradesh,Flood,6,8,12,226.3,8
2020-09-15,Arunachal Pradesh,Forest Fire,8,24,12,140.6,8
2020-09-15,Assam,Heatwave,6,3,75,79.1,8
2020-09-15,Bihar,Forest Fire,4,28,21,149.1,8
2020-09-15,Chhattisgarh,Flood,6,6,12,4.8,8
2020-09-15,Goa,Heatwave,6,7,29,126.9,8
2020-09-15,Gujarat,Landslide,3,18,71,209.6,8
2020-09-15,Haryana,Heatwave,5,16,102,40.1,8
2020-09-15,Himachal Pradesh,Landslide,3,9,77,185.2,8
2020-09-15,Jharkhand,Heatwave,7,8,63,39.0,8
2020-09-15,Karnataka,Forest Fire,8,16,13,215.0,8
2020-09-15,Kerala,Earthquake,9,12,52,37.0,8
2020-09-15,Madhya Pradesh,Cyclone,7,0,95,197.4,8
2020-09-15,Maharashtra,Heatwave,3,12,26,238.6,8
2020-09-15,Manipur,Heatwave,8,1,52,159.0,8
2020-09-15,Meghalaya,Cyclone,4,23,111,127.2,8
2020-09-15,Mizoram,Heatwave,6,0,30,149.0,8
2020-09-15,Nagaland,Drought,8,12,114,62.5,8
2020-09-15,Odisha,Drought,4,9,43,107.4,8
2020-09-15,Punjab,Cyclone,7,7,48,54.6,8
2020-09-15,Rajasthan,Earthquake,9,10,20,29.6,8
2020-09-15,Sikkim,Drought,3,24,91,148.5,8
2020-09-15,Tamil Nadu,Drought,5,25,16,25.5,8
2020-09-15,Telangana,Forest Fire,4,3,119,214.2,8
2020-09-15,Tripura,Forest Fire,4,11,0,53.2,8
2020-09-15,Uttar Pradesh,Forest Fire,8,9,27,199.0,8
2020-09-15,Uttarakhand,Landslide,8,21,31,115.1,8
2020-09-15,West Bengal,Drought,8,11,43,110.9,8
2020-10-15,Andhra Pradesh,Cyclone,5,12,66,71.8,6
2020-10-15,Arunachal Pradesh,Drought,5,9,73,14.5,6
2020-10-15,Assam,Cyclone,4,0,0,5.3,6
2020-10-15,Bihar,Flood,6,10,54,117.7,6
2020-10-15,Chhattisgarh,Flood,4,0,91,99.2,6
2020-10-15,Goa,Heatwave,9,10,51,152.3,6
2020-10-15,Gujarat,Landslide,5,9,67,135.3,6
2020-10-15,Haryana,Heatwave,7,0,122,117.8,6
2020-10-15,Himachal Pradesh,Flood,4,3,134,40.3,6
2020-10-15,Jharkhand,Flood,6,16,0,49.8,6
2020-10-15,Karnataka,Forest Fire,3,13,122,252.3,6
2020-10-15,Kerala,Flood,6,0,61,177.4,6
2020-10-15,Madhya Pradesh,Forest Fire,3,10,26,53.3,6
2020-10-15,Maharashtra,Cyclone,7,7,66,143.1,6
2020-10-15,Manipur,Cyclone,9,9,50,83.4,6
2020-10-15,Meghalaya,Drought,6,8,20,21.2,6
2020-10-15,Mizoram,Drought,8,21,63,10.2,6
2020-10-15,Nagaland,Flood,8,31,12,320.0,6
2020-10-15,Odisha,Heatwave,5,23,12,137.1,6
2020-10-15,Punjab,Landslide,9,0,50,113.6,6
2020-10-15,Rajasthan,Heatwave,8,19,113,151.4,6
2020-10-15,Sikkim,Cyclone,3,11,0,106.4,6
2020-10-15,Tamil Nadu,Landslide,3,12,18,109.3,6
2020-10-15,Telangana,Flood,5,13,0,224.2,6
2020-10-15,Tripura,Earthquake,5,4,104,67.5,6
2020-10-15,Uttar Pradesh,Landslide,5,15,121,50.1,6
2020-10-15,Uttarakhand,Earthquake,5,14,19,96.9,6
2020-10-15,West Bengal,Heatwave,8,16,79,74.3,6
2020-11-15,Andhra Pradesh,Flood,5,14,55,65.1,5
2020-11-15,Arunachal Pradesh,Landslide,8,9,84,99.6,5
2020-11-15,Assam,Flood,5,11,73,72.8,5
2020-11-15,Bihar,Earthquake,4,10,40,69.1,5
2020-11-15,Chhattisgarh,Drought,4,9,23,25.7,5
2020-11-15,Goa,Drought,6,15,99,73.3,5
2020-11-15,Gujarat,Flood,7,1,91,20.4,5
2020-11-15,Haryana,Heatwave,4,5,53,99.3,5
2020-11-15,Himachal Pradesh,Landslide,9,10,60,18.7,5
2020-11-15,Jharkhand,Flood,3,2,50,19.8,5
2020-11-15,Karnataka,Landslide,7,21,76,180.5,5
2020-11-15,Kerala,Drought,3,13,17,76.2,5
2020-11-15,Madhya Pradesh,Flood,3,9,35,80.9,5
2020-11-15,Maharashtra,Cyclone,9,4,11,82.6,5
2020-11-15,Manipur,Earthquake,9,15,30,96.9,5
2020-11-15,Meghalaya,Heatwave,6,24,11,243.5,5
2020-11-15,Mizoram,Cyclone,4,3,42,39.5,5
2020-11-15,Nagaland,Landslide,5,16,24,94.0,5
2020-11-15,Odisha,Forest Fire,4,6,53,103.4,5
2020-11-15,Punjab,Drought,5,0,51,121.7,5
2020-11-15,Rajasthan,Forest Fire,6,8,64,46.8,5
2020-11-15,Sikkim,Earthquake,6,5,78,117.6,5
2020-11-15,Tamil Nadu,Cyclone,7,2,74,151.8,5
2020-11-15,Telangana,Flood,6,10,69,66.5,5
2020-11-15,Tripura,Cyclone,3,0,50,139.0,5
2020-11-15,Uttar Pradesh,Landslide,7,3,86,40.6,5
2020-11-15,Uttarakhand,Earthquake,4,7,67,1.7,5
2020-11-15,West Bengal,Drought,4,16,87,115.7,5
2020-12-15,Andhra Pradesh,Heatwave,7,6,88,166.1,6
2020-12-15,Arunachal Pradesh,Drought,8,19,91,117.0,6
2020-12-15,Assam,Landslide,9,21,64,229.5,6
2020-12-15,Bihar,Flood,3,23,37,71.6,6
2020-12-15,Chhattisgarh,Landslide,3,3,31,129.9,6
2020-12-15,Goa,Landslide,8,10,71,93.8,6
2020-12-15,Gujarat,Cyclone,8,0,0,31.0,6
2020-12-15,Haryana,Drought,7,0,0,0.6,6
2020-12-15,Himachal Pradesh,Heatwave,4,0,54,93.9,6
2020-12-15,Jharkhand,Earthquake,4,1,0,40.4,6
2020-12-15,Karnataka,Flood,4,7,82,2.4,6
2020-12-15,Kerala,Heatwave,4,17,50,267.5,6
2020-12-15,Madhya Pradesh,Drought,4,13,0,136.8,6
2020-12-15,Maharashtra,Forest Fire,4,16,37,3.8,6
2020-12-15,Manipur,Drought,4,11,46,182.5,6
2020-12-15,Meghalaya,Forest Fire,5,12,55,173.4,6
2020-12-15,Mizoram,Landslide,6,14,63,25.7,6
2020-12-15,Nagaland,Cyclone,7,0,56,80.1,6
2020-12-15,Odisha,Drought,8,3,51,99.6,6
2020-12-15,Punjab,Drought,4,0,56,146.8,6
2020-12-15,Rajasthan,Landslide,7,16,7,251.8,6
2020-12-15,Sikkim,Earthquake,6,4,81,57.7,6
2020-12-15,Tamil Nadu,Cyclone,7,0,0,31.4,6
2020-12-15,Telangana,Flood,6,0,24,74.2,6
2020-12-15,Tripura,Heatwave,9,13,0,210.3,6
2020-12-15,Uttar Pradesh,Forest Fire,4,0,22,73.9,6
2020-12-15,Uttarakhand,Flood,6,13,21,62.2,6
2020-12-15,West Bengal,Flood,7,7,15,98.2,6
2021-01-15,Andhra Pradesh,Forest Fire,5,14,22,256.3,8
2021-01-15,Arunachal Pradesh,Forest Fire,6,13,62,72.2,8
2021-01-15,Assam,Earthquake,9,7,72,104.2,8
2021-01-15,Bihar,Heatwave,5,23,79,54.9,8
2021-01-15,Chhattisgarh,Cyclone,6,5,76,187.7,8
2021-01-15,Goa,Flood,9,10,71,184.4,8
2021-01-15,Gujarat,Drought,5,7,0,109.6,8
2021-01-15,Haryana,Forest Fire,6,19,43,108.4,8
2021-01-15,Himachal Pradesh,Drought,9,12,46,140.0,8
2021-01-15,Jharkhand,Forest Fire,4,22,4,66.7,8
2021-01-15,Karnataka,Cyclone,3,17,24,53.0,8
2021-01-15,Kerala,Earthquake,7,19,117,177.7,8
2021-01-15,Madhya Pradesh,Cyclone,5,15,57,152.8,8
2021-01-15,Maharashtra,Heatwave,3,7,16,161.3,8
2021-01-15,Manipur,Landslide,9,13,23,216.8,8
2021-01-15,Meghalaya,Forest Fire,7,8,145,100.4,8
2021-01-15,Mizoram,Drought,9,6,65,26.4,8
2021-01-15,Nagaland,Cyclone,4,2,73,131.5,8
2021-01-15,Odisha,Drought,4,21,0,82.5,8
2021-01-15,Punjab,Flood,5,16,18,31.3,8
2021-01-15,Rajasthan,Earthquake,6,6,79,136.1,8
2021-01-15,Sikkim,Landslide,5,0,60,119.8,8
2021-01-15,Tamil Nadu,Forest Fire,6,34,79,110.3,8
2021-01-15,Telangana,Forest Fire,3,0,20,252.2,8
2021-01-15,Tripura,Earthquake,5,2,74,34.9,8
2021-01-15,Uttar Pradesh,Cyclone,8,6,46,91.5,8
2021-01-15,Uttarakhand,Heatwave,9,17,43,101.5,8
2021-01-15,West Bengal,Drought,3,22,92,70.3,8
2021-02-15,Andhra Pradesh,Drought,9,14,42,215.3,5
2021-02-15,Arunachal Pradesh,Flood,7,6,117,79.0,5
2021-02-15,Assam,Drought,7,13,46,253.2,5
2021-02-15,Bihar,Cyclone,3,17,52,30.5,5
2021-02-15,Chhattisgarh,Earthquake,7,7,56,29.8,5
2021-02-15,Goa,Heatwave,7,12,23,0.9,5
2021-02-15,Gujarat,Forest Fire,7,11,42,23.4,5
2021-02-15,Haryana,Earthquake,8,4,17,105.9,5
2021-02-15,Himachal Pradesh,Landslide,9,22,81,48.2,5
2021-02-15,Jharkhand,Heatwave,7,10,57,44.0,5
2021-02-15,Karnataka,Drought,7,9,42,211.0,5
2021-02-15,Kerala,Forest Fire,6,4,44,114.5,5
2021-02-15,Madhya Pradesh,Landslide,6,24,52,130.9,5
2021-02-15,Maharashtra,Drought,8,6,55,113.6,5
2021-02-15,Manipur,Heatwave,7,11,67,257.8,5
2021-02-15,Meghalaya,Landslide,8,10,56,22.9,5
2021-02-15,Mizoram,Landslide,7,6,52,218.8,5
2021-02-15,Nagaland,Earthquake,4,0,124,19.5,5
2021-02-15,Odisha,Heatwave,5,0,67,173.8,5
2021-02-15,Punjab,Flood,9,7,56,229.5,5
2021-02-15,Rajasthan,Earthquake,4,6,3,114.2,5
2021-02-15,Sikkim,Drought,3,11,43,86.9,5
2021-02-15,Tamil Nadu,Forest Fire,4,0,111,77.8,5
2021-02-15,Telangana,Landslide,9,15,11,25.8,5
2021-02-15,Tripura,Cyclone,9,7,28,73.1,5
2021-02-15,Uttar Pradesh,Forest Fire,4,27,53,27.6,5
2021-02-15,Uttarakhand,Earthquake,9,8,49,163.4,5
2021-02-15,West Bengal,Earthquake,4,2,0,120.4,5
2021-03-15,Andhra Pradesh,Heatwave,8,13,96,63.6,6
2021-03-15,Arunachal Pradesh,Drought,3,11,56,136.5,6
2021-03-15,Assam,Landslide,8,17,0,12.2,6
2021-03-15,Bihar,Landslide,9,0,40,117.7,6
2021-03-15,Chhattisgarh,Forest Fire,5,7,59,76.9,6
2021-03-15,Goa,Forest Fire,7,8,89,104.0,6
2021-03-15,Gujarat,Flood,7,18,47,68.5,6
2021-03-15,Haryana,Heatwave,4,6,76,291.2,6
2021-03-15,Himachal Pradesh,Cyclone,8,3,52,40.5,6
2021-03-15,Jharkhand,Forest Fire,8,0,86,169.1,6
2021-03-15,Karnataka,Drought,7,9,22,209.2,6
2021-03-15,Kerala,Heatwave,7,21,70,48.7,6
2021-03-15,Madhya Pradesh,Landslide,5,4,60,224.9,6
2021-03-15,Maharashtra,Earthquake,6,0,8,76.4,6
2021-03-15,Manipur,Heatwave,6,5,33,217.5,6
2021-03-15,Meghalaya,Earthquake,9,16,29,22.4,6
2021-03-15,Mizoram,Forest Fire,4,4,18,110.3,6
2021-03-15,Nagaland,Forest Fire,7,8,80,82.5,6
2021-03-15,Odisha,Drought,6,20,57,131.8,6
2021-03-15,Punjab,Heatwave,7,11,35,226.9,6
2021-03-15,Rajasthan,Flood,7,17,30,38.7,6
2021-03-15,Sikkim,Earthquake,9,14,32,161.2,6
2021-03-15,Tamil Nadu,Earthquake,3,11,0,146.1,6
2021-03-15,Telangana,Heatwave,8,9,109,36.8,6
2021-03-15,Tripura,Forest Fire,9,8,47,129.8,6
2021-03-15,Uttar Pradesh,Forest Fire,8,12,91,56.1,6
2021-03-15,Uttarakhand,Drought,5,19,36,96.5,6
2021-03-15,West Bengal,Drought,5,7,51,133.7,6
2021-04-15,Andhra Pradesh,Earthquake,8,26,101,231.3,4
2021-04-15,Arunachal Pradesh,Landslide,3,22,57,144.4,4
2021-04-15,Assam,Earthquake,7,4,83,206.8,4
2021-04-15,Bihar,Heatwave,5,20,28,48.8,4
2021-04-15,Chhattisgarh,Flood,4,13,22,79.9,4
2021-04-15,Goa,Drought,3,11,46,41.5,4
2021-04-15,Gujarat,Forest Fire,5,16,0,267.1,4
2021-04-15,Haryana,Cyclone,8,4,96,191.5,4
2021-04-15,Himachal Pradesh,Drought,5,2,61,61.9,4
2021-04-15,Jharkhand,Cyclone,6,12,87,204.4,4
2021-04-15,Karnataka,Landslide,6,20,31,93.2,4
2021-04-15,Kerala,Flood,4,7,43,171.9,4
2021-04-15,Madhya Pradesh,Forest Fire,6,5,44,46.8,4
2021-04-15,Maharashtra,Earthquake,8,29,11,210.7,4
2021-04-15,Manipur,Heatwave,5,13,66,62.9,4
2021-04-15,Meghalaya,Earthquake,8,5,84,89.3,4
2021-04-15,Mizoram,Landslide,7,7,0,130.5,4
2021-04-15,Nagaland,Cyclone,9,19,0,155.3,4
2021-04-15,Odisha,Drought,3,11,56,105.4,4
2021-04-15,Punjab,Heatwave,4,17,47,4.3,4
2021-04-15,Rajasthan,Flood,7,14,61,72.2,4
2021-04-15,Sikkim,Landslide,9,9,53,19.8,4
2021-04-15,Tamil Nadu,Flood,7,23,52,75.9,4
2021-04-15,Telangana,Flood,3,0,53,190.2,4
2021-04-15,Tripura,Flood,3,12,20,6.7,4
2021-04-15,Uttar Pradesh,Earthquake,6,21,6,60.1,4
2021-04-15,Uttarakhand,Landslide,6,19,0,88.5,4
2021-04-15,West Bengal,Cyclone,3,1,0,231.4,4
2021-05-15,Andhra Pradesh,Earthquake,7,20,16,135.8,7
2021-05-15,Arunachal Pradesh,Forest Fire,6,6,32,114.7,7
2021-05-15,Assam,Flood,5,7,89,24.3,7
2021-05-15,Bihar,Heatwave,7,12,99,125.4,7
2021-05-15,Chhattisgarh,Heatwave,6,6,46,231.7,7
2021-05-15,Goa,Heatwave,5,13,37,33.9,7
2021-05-15,Gujarat,Drought,6,9,0,94.2,7
2021-05-15,Haryana,Landslide,3,15,50,51.2,7
2021-05-15,Himachal Pradesh,Heatwave,9,0,73,51.3,7
2021-05-15,Jharkhand,Landslide,7,0,92,170.5,7
2021-05-15,Karnataka,Cyclone,5,10,0,294.2,7
2021-05-15,Kerala,Heatwave,5,5,80,80.9,7
2021-05-15,Madhya Pradesh,Forest Fire,4,3,79,44.1,7
2021-05-15,Maharashtra,Landslide,9,0,42,130.4,7
2021-05-15,Manipur,Cyclone,4,11,83,195.4,7
2021-05-15,Meghalaya,Landslide,3,0,14,28.8,7
2021-05-15,Mizoram,Earthquake,6,19,19,113.8,7
2021-05-15,Nagaland,Flood,5,10,49,25.0,7
2021-05-15,Odisha,Forest Fire,4,6,49,111.4,7
2021-05-15,Punjab,Earthquake,8,3,86,107.3,7
2021-05-15,Rajasthan,Landslide,5,31,64,148.7,7
2021-05-15,Sikkim,Flood,7,7,60,115.0,7
2021-05-15,Tamil Nadu,Earthquake,5,5,76,116.8,7
2021-05-15,Telangana,Forest Fire,3,17,36,137.5,7
2021-05-15,Tripura,Drought,8,20,68,105.9,7
2021-05-15,Uttar Pradesh,Forest Fire,6,14,0,103.6,7
2021-05-15,Uttarakhand,Flood,6,0,73,174.2,7
2021-05-15,West Bengal,Drought,6,22,70,140.4,7
2021-06-15,Andhra Pradesh,Cyclone,8,14,119,220.4,4
2021-06-15,Arunachal Pradesh,Forest Fire,6,1,87,22.5,4
2021-06-15,Assam,Drought,3,6,67,149.1,4
2021-06-15,Bihar,Heatwave,4,15,57,77.1,4
2021-06-15,Chhattisgarh,Landslide,9,2,8,81.0,4
2021-06-15,Goa,Earthquake,4,0,111,148.0,4
2021-06-15,Gujarat,Forest Fire,3,22,63,149.2,4
2021-06-15,Haryana,Flood,4,6,72,89.3,4
2021-06-15,Himachal Pradesh,Landslide,9,16,87,128.9,4
2021-06-15,Jharkhand,Landslide,7,11,82,43.3,4
2021-06-15,Karnataka,Heatwave,3,11,83,79.6,4
2021-06-15,Kerala,Earthquake,9,19,44,16.8,4
2021-06-15,Madhya Pradesh,Cyclone,6,15,8,22.5,4
2021-06-15,Maharashtra,Landslide,5,26,16,24.8,4
2021-06-15,Manipur,Heatwave,9,6,24,108.4,4
2021-06-15,Meghalaya,Forest Fire,9,16,44,15.4,4
2021-06-15,Mizoram,Cyclone,5,2,50,4.1,4
2021-06-15,Nagaland,Flood,9,3,13,139.7,4
2021-06-15,Odisha,Flood,5,11,49,193.4,4
2021-06-15,Punjab,Landslide,7,23,60,5.3,4
2021-06-15,Rajasthan,Earthquake,8,17,33,36.4,4
2021-06-15,Sikkim,Drought,7,0,75,25.7,4
2021-06-15,Tamil Nadu,Flood,9,9,46,191.8,4
2021-06-15,Telangana,Earthquake,7,0,56,72.7,4
2021-06-15,Tripura,Cyclone,5,12,0,85.9,4
2021-06-15,Uttar Pradesh,Cyclone,7,4,46,155.9,4
2021-06-15,Uttarakhand,Landslide,8,3,89,136.4,4
2021-06-15,West Bengal,Flood,9,23,4,59.6,4
2021-07-15,Andhra Pradesh,Cyclone,8,15,106,17.1,5
2021-07-15,Arunachal Pradesh,Drought,7,0,70,169.0,5
2021-07-15,Assam,Earthquake,9,1,1,173.5,5
2021-07-15,Bihar,Flood,5,4,16,85.3,5
2021-07-15,Chhattisgarh,Landslide,3,12,15,171.8,5
2021-07-15,Goa,Flood,3,6,30,48.0,5
2021-07-15,Gujarat,Cyclone,6,8,21,6.2,5
2021-07-15,Haryana,Heatwave,9,17,56,15.8,5
2021-07-15,Himachal Pradesh,Earthquake,5,11,49,100.9,5
2021-07-15,Jharkhand,Earthquake,8,23,54,138.9,5
2021-07-15,Karnataka,Cyclone,7,1,32,81.2,5
2021-07-15,Kerala,Forest Fire,8,12,67,97.2,5
2021-07-15,Madhya Pradesh,Earthquake,7,15,108,87.4,5
2021-07-15,Maharashtra,Landslide,8,3,111,84.9,5
2021-07-15,Manipur,Flood,6,20,86,18.1,5
2021-07-15,Meghalaya,Flood,3,4,66,54.0,5
2021-07-15,Mizoram,Flood,7,13,52,58.5,5
2021-07-15,Nagaland,Flood,6,7,41,6.3,5
2021-07-15,Odisha,Landslide,7,13,34,110.7,5
2021-07-15,Punjab,Cyclone,3,9,19,105.3,5
2021-07-15,Rajasthan,Landslide,6,15,0,188.1,5
2021-07-15,Sikkim,Drought,8,7,79,152.5,5
2021-07-15,Tamil Nadu,Earthquake,8,11,68,263.4,5
2021-07-15,Telangana,Earthquake,4,4,12,48.3,5
2021-07-15,Tripura,Heatwave,7,18,20,34.1,5
2021-07-15,Uttar Pradesh,Cyclone,9,6,0,2.6,5
2021-07-15,Uttarakhand,Forest Fire,6,16,48,222.0,5
2021-07-15,West Bengal,Drought,8,0,0,68.9,5
2021-08-15,Andhra Pradesh,Flood,9,24,59,31.8,6
2021-08-15,Arunachal Pradesh,Drought,5,25,59,12.0,6
2021-08-15,Assam,Landslide,9,14,5,169.3,6
2021-08-15,Bihar,Flood,7,5,78,3.6,6
2021-08-15,Chhattisgarh,Drought,5,0,18,193.4,6
2021-08-15,Goa,Earthquake,5,7,0,135.9,6
2021-08-15,Gujarat,Cyclone,7,10,54,215.7,6
2021-08-15,Haryana,Earthquake,4,6,57,192.2,6
2021-08-15,Himachal Pradesh,Flood,3,18,60,59.3,6
2021-08-15,Jharkhand,Earthquake,6,14,33,224.8,6
2021-08-15,Karnataka,Cyclone,3,0,66,281.8,6
2021-08-15,Kerala,Drought,8,14,67,149.1,6
2021-08-15,Madhya Pradesh,Cyclone,3,5,103,143.3,6
2021-08-15,Maharashtra,Flood,3,5,120,47.2,6
2021-08-15,Manipur,Landslide,6,10,50,5.5,6
2021-08-15,Meghalaya,Earthquake,6,0,35,176.2,6
2021-08-15,Mizoram,Landslide,6,21,0,97.8,6
2021-08-15,Nagaland,Heatwave,3,23,50,68.4,6
2021-08-15,Odisha,Drought,3,9,36,34.0,6
2021-08-15,Punjab,Heatwave,8,2,81,62.2,6
2021-08-15,Rajasthan,Heatwave,3,8,64,185.1,6
2021-08-15,Sikkim,Cyclone,5,15,38,53.5,6
2021-08-15,Tamil Nadu,Landslide,7,0,34,204.7,6
